,Sentiment,Negative_Reason,Airline,Text,TextLength
1314,negative,Flight Attendant Complaints,United, Another awful experience and Victoria at the check in desk in STL could not have been more rude and condescending.,122
9040,negative,Cancelled Flight,US Airways," not going as planned is an understatement. My flight was just changed AGAIN. If it weren't for a family emergency, I'd Cancelled Flight.",147
286,neutral,,Virgin America, Need to start flying to  .  ï¿½ï¿½ï¿½ï¿½ï¿½ï,58
12524,negative,Lost Luggage,American," after losing my bags for 4 days&amp;charging me $475 to""arrange pick up""in argentina,claiming tollfree: won't reimburse me. Help!",142
9553,negative,Late Flight,US Airways, no my flight plans have been delayed until tuesday due to your computer crash,88
3991,negative,Lost Luggage,United, did I mention one bag is an infant car seat &amp; we've been stuck with yr poor replacement on icy mtn roads,116
10826,neutral,,US Airways, absolutely,21
13733,negative,Cancelled Flight,American, when will tomorrow's flight Cancelled Flightlations at Dfw for AA flights be posted? We are on 2424 at 7am from LAX!,129
7174,positive,,Delta, you bet:),18
11784,negative,Flight Booking Problems,US Airways, Flight Booking Problems a flight using credit from a previously Cancelled Flightled flight. Can't get thru on the phone and can't book online. Help please.,166
3961,negative,Customer Service Issue,United, still haven't received a response. Please direct message me for my contact information.,95
7153,neutral,,Delta,"Now put your baggage fees back on ""free."" RT : Our fleet's on fleek. http://t.co/oxsA8btVTB",99
6749,neutral,,Delta," flight 1041 to Savannah, GA",36
1209,negative,Customer Service Issue,United," There is no ""reference number."" Your agent told me to ""just drive to the airport"" because ""I can't reach anyone there to deliver...""",140
8620,negative,Customer Service Issue,Delta, ask  but I teach marketing at a university and will gladly consult on customer service and how NOT to treat passengers.,139
4191,neutral,,United," Hi again, any updates here?",35
12747,negative,Late Flight,American, Flight 3487 delayed 1 hour because of pilots? I spend 5+ hours on the phone just to get an EP agent on the phone now this?,135
4156,positive,,United, thank you! I wish the lady in Little Rock had told me that in the morning when I asked her,98
14490,negative,Customer Service Issue,American,  I submitted a complaint via that link in Dec. &amp; followed up in Jan. NEVER HEARD BACK! #badcustomerservice,132
12429,positive,,American, is rising like the sun at DCA this morning.   members have the best view. #avgeek http://t.co/VAhdekVOKe,123
8179,negative,Lost Luggage,Delta, where is our luggage?? Flight 424 has been waiting an hour for bags! #jetblue #poorservice,99
12744,positive,,American, the folks at the Executive Platinum desk are great pros.  They understand my displeasure with change fees and switch to SW.,136
6146,positive,,Southwest, So far so good! http://t.co/16c9ex79Rk,52
14611,negative,longlines,American, I understand the weather issue but you can't expect passengers to wait 24 hours inside airports for whatever reason. Outrageous,140
1223,negative,Lost Luggage,United, space. Doctors' notes and everything. And on my first trip they lost my first suitcase. Among other issues- not pleased with #united,140
11378,negative,Customer Service Issue,US Airways, you see now that is a lie.  They auto respond with insulting email. #sucks,85
6480,positive,,Southwest, All pieces were found and safely delivered to our home this afternoon.,84
8470,negative,Late Flight,Delta, They told us 10 minutes almost 40 minutes ago.,55
13645,negative,Can't Tell,American, Hands down the worst airline to travel with. Really really fucking bad.,84
5806,positive,,Southwest, thanks for adding straight flights from Columbus to Oakland!,74
12043,negative,Can't Tell,American, thanks for getting back to me. But I will find other airlines in the future.,89
14631,positive,,American, Thanks! He is.,27
4077,negative,Customer Service Issue,United, Why do I pay more for Coach Plus to be told preboarding that all overhead bins will be full for me,106
1582,neutral,,United, flight to DFW from IAD Cancelled Flightled for mechanical can I get rental car to MDT-my origin,103
9968,neutral,,US Airways, you should update your passbook passes with any gate changes.,72
6703,negative,Cancelled Flight,Southwest," Flight Cancelled Flightled, reFlight Booking Problems online has not worked, on my second round of hold (3 hrs now). Any other options?",149
11726,negative,Cancelled Flight,US Airways, can I get free wifi since the flight 1808 was Cancelled Flightled?,77
8655,negative,Late Flight,Delta, hey you guys remembered lol! But now my BOS flights delayed... And turn the heat down in T5 it feels hotter than PR.,125
8909,neutral,,Delta,  Good. I want extra peanuts on my flight then. lol. #JVMChat,81
5137,negative,Lost Luggage,Southwest, 9 hours at this airport and you can't move a bag from one plane to another! #furious,98
6103,positive,,Southwest,", I really appreciate you all's #BHM commercial that aired today during 's #BookofNegroes",106
14266,negative,Flight Attendant Complaints,American,"  no gate agent, and only 3 PA updates for 3 hours, hinted at abandonment. horrible experience for all passengers.",135
8767,positive,,Delta, is definitely my new favorite airline.,47
10264,negative,Customer Service Issue,US Airways, 3 hrs on hold. Husband has decided we should sleep in shifts so we don't miss the phone rep. to reschedule,117
12792,negative,Can't Tell,American, No. It does. You could not be more wrong. http://t.co/66NXZhBbMT,77
13120,negative,Late Flight,American, we have been sitting on the plane for over an hour. unacceptable. you have a complete disregard for customer service.,130
12837,negative,Customer Service Issue,American, I have to miss a whole days worth of work tomorrow but I'm suree you guys don't care,97
6043,neutral,,Southwest, If you read my tweet it is a gap in process for folks that take multiple flights in one day.,106
3804,negative,Customer Service Issue,United, KN: not allowing me to bypass the receipt # on the refund request form. Never received receipt email. charged http://t.co/Cju102xP2k,140
13833,neutral,,American, any luck?,22
6191,negative,Bad Flight,Southwest, I'm miserable on your Orlando to Vegas nonstop right now. How big must a guest be for u to require 2 seats?  I'm in 1A btw.,137
11271,neutral,,US Airways,ýýý:  We appreciate the #shoutout for Roberto. DM your confirmation code so we can forward your kind words.ýýý sent,133
10981,negative,Late Flight,US Airways, Then told to offload because the captain was over hours? This has been a terrible experience.,104
3056,neutral,,United, [checked in + boardingpass w/no checkin bagage] guess i'm all set. :-),78
6863,positive,,Delta, thanks so much!,24
5186,negative,Cancelled Flight,Southwest, I had to switch airlines and eat the difference (which was not insubstantial) and Cancelled Flight all plans for sat &amp; sun :(,143
12093,positive,,American, thanks keep me updated just hope I make either of my connections to Killeen Tx,91
6397,positive,,Southwest, thanks for your excellent response time and assistance! All set :),80
4637,neutral,,Southwest, how do get priority seating after you already paid for the flight,79
3124,neutral,,United, round trip*,19
3466,negative,Cancelled Flight,United," - watched the entire #UNCvsDUKE game on the Tarmac before Cancelled Flighting my flight because crew timed out, right before my 4hr flight....",150
11988,neutral,,American," I'd like to apologize to the gate agent for flight AA76, I was not aware that zone 1 was after the nine other precious gems.",137
13210,neutral,,American, is 2513 and 1555 on time or Cancelled Flightled?,61
12527,negative,Customer Service Issue,American, I responded. Your info different than your customer service line,77
4746,neutral,,Southwest, Can you equip a 737 with flamethrowers and a snow plow?,69
12883,negative,Customer Service Issue,American, no I will be calling corporate!,44
9885,negative,Cancelled Flight,US Airways," epic fail  CLT ystrdy w/Cancelled Flightled flights. No staff, no communication &amp; no refund for unused portion of tix. Keep it classy guys",154
10725,negative,Flight Booking Problems,US Airways," how can I make a purchase, you take the money but I don't have a reservation...Explain",97
9001,negative,Can't Tell,US Airways, Sadly I'm currently booked on one of your flights tomorrow that I will be changing if I can.,103
4866,neutral,,Southwest, flying by myself is getting old,45
11550,negative,Flight Attendant Complaints,US Airways, gate agents are now working with everyone to resolve connecting flight issues which is my concern,108
12333,negative,Bad Flight,American, ...2/2 doesn't help me.,36
9567,negative,Late Flight,US Airways," First the pilot was Late Flight, now it's maintenance. This is EXACTLY what happened two weeks ago. Unacceptable.",124
4450,positive,,Southwest, Customer Centricity is knowing people #ANAMarketers,65
3808,negative,Customer Service Issue,United, I already sent feedback and your reps are who told me about the priority. I'm speechless at your system,111
9403,negative,Late Flight,US Airways, US 728/Feb 21 Kim Y says: leaving on 15 minutes once paperwork is done. Wheels up ~ 1.5 hours Late Flightr.,118
10033,negative,Late Flight,US Airways, next time you promise an ontime departure you should stick to it instead of stuffing us in this sweat box with no air,128
7351,negative,Late Flight,Delta, Tx for the info. Just don't understand why you couldn't accurately estimate departure time earlier. Weather in ny is fine now.,135
11664,positive,,US Airways,  thank you! Glad to be heading home! Great people at your call center!,81
2602,negative,Flight Booking Problems,United," very exasperating I'm having a difficult time with Flight Booking Problems as the error message says you're undergoing maintenance. Really, now?",152
1022,positive,,United, Big thanks to Ms. Winston for assisting me over the phone with a baggage claim issue today. She really went the extra mile!,131
7027,positive,,Delta, shows us their sense of humor with these tongue-in-cheek flight etiquette videos: http://t.co/GGuAA1JvDF,113
10025,negative,Can't Tell,US Airways," After today,no reason 4 anyone to not approve merger with ,other airlines have no reason to fear losing business to U",140
346,negative,Late Flight,Virgin America," spending my birthday night with you, DAL-DCA. Get me home!",73
1741,negative,Bad Flight,United, Personal Device Entertainment system is great but with app crashing every 10/15 mins I'm glad it's free for now.,120
4936,neutral,,Southwest, How's Dallas incoming looking? I'm scheduled to fly in at 10:30 and wondering if I'll be stuck in St. Louis instead.,130
9852,negative,Damaged Luggage,US Airways,"  check your bag,  bag handlers broke into my suitcase and stole my camera, bag was returned in a trash bag",138
13288,negative,Bad Flight,American,  they didn't address the assult or drinks spilled on her  the drunk passenger had to have a wheelchair to get off plane,139
8384,positive,,Delta, you guys are lucky I love you,38
11370,negative,Late Flight,US Airways, this made me have to Cancelled Flight my car reservation and it came out to more money...why did you reschedule a time without the crew?,147
10818,negative,Can't Tell,US Airways, Know what I like about gate 35X  ? Nothin.I like nothin bout yo #ghettofab gate #USAirways http://t.co/mAqw2nLNiU,139
3359,negative,Customer Service Issue,United, I see you tweeting as little as 7 min ago. Are you just ignoring my CS request? #CantLogOutOfUnitedWifi,111
10964,neutral,,US Airways,  I'm in the #finalstretch to #chairman #execplat #mileagerun for 6k needed any suggestions? #letsgo!,123
10004,negative,Late Flight,US Airways, flight 838 now leaving after 6 hour mechanical delay. Need lodging voucher and meals tonight in st Thomas who do I see?,130
7960,negative,Late Flight,Delta, Any option for luggage assistance on the ground at HPN? Flight 2168 delayed 2+ hours &amp; we will have 2 sleeping kids when we land,141
4665,negative,Cancelled Flight,Southwest," weren't too ""sincere"" when you Cancelled Flighted my flight and made me drive 17 hours to get home..",114
8015,positive,,Delta, u the real MVP http://t.co/jWL26G6lRw,46
3837,neutral,,United," ha, this happened 10 years ago. i haven't flown with you since.",71
13493,negative,Lost Luggage,American," I am, called Paris office this morning again, still waiting. It is in Miami but apparently tag was ""taken off""",123
8007,negative,Customer Service Issue,Delta, can't seem to DM you guys.. JDHADP,43
5434,negative,Can't Tell,Southwest, were you handing out tickets while I was sleep ?,62
10471,negative,Late Flight,US Airways, you're killing me sche a flight to board 3 min after mine arrived with gate on other side of airport #genious,120
5673,negative,Customer Service Issue,Southwest, - 800 is not int'l friendly,41
12737,negative,Late Flight,American,"  #BQONPA flight #1641 delayed from POS-MIA, missed #2214 MIA- ATL need seat on last flight to ATL.",128
5685,neutral,,Southwest, Thanks! I know the routes you currently have from Newark. I was just wondering if there was any new ones on the horizon,133
13639,negative,Lost Luggage,American," So i was visiting SJU and was returning to Paris and they checked my bag at the gate in SJU, i arrived in paris and nothing,(1)",140
11844,negative,Lost Luggage,US Airways, no warm weather hubs means no Mexico for us.  And I can't go anywhere else since you lost my bags. I hope you attempt to rectify,139
13955,negative,Customer Service Issue,American, not in any way that I am happy with or find acceptable.   If I could speak to a human maybe that would happen,122
8542,neutral,,Delta, to allow payment by #Apple Pay - Patriarc http://t.co/bdUaUZFhW2,73
13545,negative,Customer Service Issue,American,. For two days now I have been trying to reach #AmericanAirlines customer service to change my flight.,114
8333,negative,Flight Booking Problems,Delta, Why would you charge money to transfer points to someone?,66
13713,negative,Late Flight,American, Flight 4606 from MEM to DCA delayed 6 hours! Now holding breath while they keep me trapped 3 hours to de-ice. #scareair,132
8997,neutral,,US Airways," question, friend flight got Cancelled Flightled. How can he book be flight? Leaving CHS to Philly to Germany",119
4157,negative,Lost Luggage,United, no claim number. Haven't been back to iAd baggage since. Is there a phone I can call to speak to someone?,113
13681,negative,Lost Luggage,American,-everyone: its been weeks&amp;those dickheads  AA hadn't contacted me...they lost my checked bag &amp; carryon and haven't offer to pay,148
6868,negative,Can't Tell,Delta, customer service says since my wife setup a family account that she now can't join mine for a year???  Help me fix please.,131
8879,neutral,,Delta, Airways Short Interest Down 3.5% in January (JBLU) - sleekmoney http://t.co/znsUjP86Bv,95
1063,neutral,,United, Did you find out where it is? Thanks,44
8256,negative,Can't Tell,Delta, I don't want to seem crazy! Have already asked twice!,62
5407,neutral,,Southwest, Are we sure flights will not be Cancelled Flighted after 1200 I am trying to make plans in STL,108
5947,negative,Can't Tell,Southwest," , keeping families apart w/ your quirky, archaic policies. Any other airline accommodates in this situation.",136
8624,positive,,Delta," marks 15th year with new ""Bluemanity"" plane design - Sun Sentinel http://t.co/SjVEelween",97
9819,negative,Late Flight,US Airways," A tweeted apology is not enough for delay fiasco. NONE for insult from gate agent is worse. Except for Mark N., all bad at CLT.",138
11275,neutral,,US Airways, will I get the full amount credited to my account for US Airways credit?,83
8160,neutral,,Delta, probably not anymore.,30
10733,negative,Bad Flight,US Airways, im on the plane not sure what you mean. We are sitting here. It's just one story of failure after another when I fly you guys,136
11970,neutral,,American,  we done it with 1 truck... No biggie ï¿½ï,63
4176,negative,Late Flight,United," thanks for the offer, but I finally made it to my destination, albeit hours Late Flight.",96
6624,negative,Flight Attendant Complaints,Southwest, and currently as im bringing my 3 year old to the bathroom I'm being rushed by the flight attendant.,114
2058,negative,Customer Service Issue,United, you're customer service is unbelievably bad. Abysmal. I've been on the phone for well over 2hrs tonight. Hung up on by yr ppl 3x.,137
7797,neutral,,Delta, actually flight 1089 not 1098,38
4818,neutral,,Southwest," yeah, 7am flight tomorrow, going to add 60-90 min extra because of the roads / snow",97
5543,neutral,,Southwest, I would sell my nonexistent soul to go see #DestinationDragons,76
2161,positive,,United, so is that two seats avail so far for us.,49
13560,negative,Customer Service Issue,American, you're running 5+ hours behind replying to anyone via Twitter. this is beyond unacceptable. I'm running out of time!,129
3898,negative,Flight Attendant Complaints,United, yes staff were rude  and unempathetic. I needed jacket and tablet by 4 got at 11. If u take carryons cause plane full.don't lose em!,140
2011,negative,Late Flight,United, Conference begins in 3 hours. Up all night due to delays and still waiting to talk to someone about lost luggage.,121
7964,negative,Late Flight,Delta, any news on flight 122 pbi-boston delay? Can we wait to arrive at airport based on reported 1 and 1/2 hour delay?,122
1294,negative,Can't Tell,United, funny I paid to check my bag and now flight 1086 is BEGGING folks to check bags for free 1 hour before flight. #notcool,127
8501,negative,Late Flight,Delta, waiting for flt 105 to Chicago. Why hasn't aircraft left buffalo yet?,78
13392,negative,Cancelled Flight,American, hahahaha! This is crazy! Well here's to another night at the airport!!,83
4743,negative,Customer Service Issue,Southwest, on hold for 15+ min...no estimated answer time. Any help here?,76
9572,negative,Customer Service Issue,US Airways, you would rather a while plane get exposed to a nasty contagious virus then work wth me to get my flight changed to a Late Flightr date,146
6714,positive,,Southwest, +   = outstanding customer service!  Thank you!,69
10709,negative,Flight Booking Problems,US Airways, US Airways website. So you double charge people when they book flights now? Apparently you have but I've never been booked twice,139
7163,positive,,Delta,  well here we go,41
14002,positive,,American,Thank you for sending more details  : They're pretty handy dandy. more info here: http://t.co/FvlxIRh1F1 #LookforwardtoflywithAA,140
7853,neutral,,Delta, Will do.  I'll tell him you say hey.,45
9985,negative,Can't Tell,US Airways, really nigga.. Ur a fuck boy,39
3003,neutral,,United, Will you be issuing an exception policy for Denver for this weekend?,76
12515,negative,Late Flight,American, WORST SERVICE EVER!! Delayed flights for more than 5 hours plus you missed my bag! And your employees are rude ï¿½ï¿½ï¿,126
6757,negative,Flight Booking Problems,Delta, they booked me for tomorrow. It's $250 higher. My 1st reservation is PGFRYZ. Get me on standby list 4 tonight would help.,130
12146,negative,Late Flight,American," Right. But more than two hours Late Flight, and it seems due to poor communication, which sounded like it was annoying on-plane staff",146
9459,neutral,,US Airways, trying to book award travel leaving on red-eye Sunday night after midnight. Should I book the date in Sunday or Monday?,130
4595,neutral,,Southwest, #magazine feature: Desk Plants Increase Productivity by 15%. #LuvSWA #healthbenefitsofplants #gardening http://t.co/BVfAxDUBAQ,140
9858,negative,Can't Tell,US Airways, who do I contact about my awful experience I had 2/15/15 with  Flight 713 BUF-CLT?,103
5959,positive,,Southwest," is really stepping up their ""service""ýýýý http://t.co/VQTyza6Mzu",75
4116,negative,Late Flight,United, flight UA3364 been sitting on tarmac for 30 mins with no report as to why...any input?,94
6591,neutral,,Southwest, Just sent you a DM with the details.,50
5585,positive,,Southwest, Flight 3056. Only an hour long but one of the best flights I've ever had. Kudos to flight crew and airline in general.,132
6262,negative,Late Flight,Southwest, now it's delayed until 3:55. Getting yelled at by attendants not to bother them. Getting worse,108
52,positive,,Virgin America,   Julie Andrews all the way though  was very impressive! NO to ,128
12579,negative,Customer Service Issue,American, TSA. When I tried to check in the things I've bought your people told me it was Late Flight to do it. So... I want my things back,142
14373,negative,Late Flight,American,".: the best the agent could do is put me on a flight arriving tomorrow afternoon, with a six hour layover.",118
1399,neutral,,United," UA flight 1247. SFO to LAX took my carry on at gate. I'm Group 2, overhead bins are empty",97
1403,negative,Lost Luggage,United, 24 hrs since flight landed and ZERO info on my missing bag? rough ETA would be hugely helpful + restore some confidence,127
8279,neutral,,Delta," quick question, to pay for a second bag, do I have to do it online or can I do it at the airport?",106
6102,negative,Customer Service Issue,Southwest, today you sporadically changed my flight departure 5 times &amp; left two hours Late Flight. Uncharacteristic of u http://t.co/TXhYJ40llG,151
1092,negative,Customer Service Issue,United, why do you guys split up the charges to credit cards? Making it unnecessarily more expensive for people to fly with you guys on pts,139
1881,negative,Lost Luggage,United, oh I did. Was still lost. Your tracking system stinks as does the delivery system.,90
3920,negative,Customer Service Issue,United,"  Clearly United lives in the stone age. Some people don't need computers, make your site better for tablets and phones",139
6244,negative,Flight Booking Problems,Southwest, it was this one but looks like the problem is now fixed. https://t.co/CFI1E3KXA9,94
7793,neutral,,Delta, Phew!! Did it!! (Pant. Wheeze) http://t.co/ZPZ78POeON,62
12492,neutral,,American, Plane Veers Off Runway at Icy Dallas Airport http://t.co/DW6VDvqXBB,80
5905,neutral,,Southwest, Do y'all know when the new routes from HOU to Aruba &amp; Puerto Vallarta will be available?,106
478,positive,,Virgin America, wifi AND better seating.,39
10098,negative,Customer Service Issue,US Airways," if you mean by posted, no USAir empl to direct anyone, 800# not accepting calls, no contact from USAir re: rebook #greatjob",134
6513,negative,Customer Service Issue,Southwest, I do need help Cancelled Flighting my flight back. Your calls times are ridiculous.,97
1376,negative,longlines,United, doesn't help the 100 or more passengers that just arrived an hour Late Flight.,86
3769,negative,Lost Luggage,United," Thanks, but not so much the missing bag as the nonexistent staff at this apparent remote outpost (busy airport for city of ~1M).",136
7175,negative,Late Flight,Delta, Sure did go south after breakfast though! Delayed three hours. :( :( :(,80
11927,negative,Flight Attendant Complaints,American," Checked in on app since yesterday. Confirmed upgrade &amp; carry on, got to counter &amp; manager upgraded somebody else on my seat!",145
6243,negative,Customer Service Issue,Southwest, it's the poor customer service that I have a problem with!!!!!,76
1265,positive,,United, Cool. Thank you.,24
7871,neutral,,Delta," offers free flights for ""Fly it Forward"" campaign http://t.co/Yh1KZkYZrR http://t.co/wmO6tKqhXp via  #travel #cause",139
8861,positive,,Delta,  thank you! I like the quick response on Twitter!,69
14108,negative,Cancelled Flight,American, 24 hrs &amp; 2 cncld flights Late Flightr I've landed in PHL. Now 30 mins &amp; counting on tarmac waiting for gate. Pls do better than this.,154
11233,negative,Late Flight,US Airways," I'm delayed in TYS #5015, likely gonna miss my connection in CLT to CUN. Gotta get there today. Can you help me?",123
8028,negative,Late Flight,Delta," I lost a day at the airport and off my trip, I should be compensated for the inconvenience!!!!!",104
10696,negative,Customer Service Issue,US Airways, 45 minutes on hold no help,37
11067,negative,Damaged Luggage,US Airways,  you know...hockey sticks are expensive. Your baggage handlers shouldn't just be throwing them on the cart.,130
3296,positive,,United, DM sent. Thanks so much for the strong customer service!!,65
6802,neutral,,Delta,ýýý: Our fleet's on fleek. http://t.co/b5ttno68xuýýý I just ýýýý,65
11093,negative,Late Flight,US Airways, forgetting to fuel up? Realizing there was more cargo to add to plane? One way to try and mask a delay.,114
3016,neutral,,United,"   how did you save the $200 on checked snowboard? Trying to check in this morning, website wants $200! (prem.gold)",139
10170,negative,Customer Service Issue,US Airways, your people are kind and hardworking the infrastructure you have given them is horrid #massivefail #failphone #fail,126
5091,negative,Cancelled Flight,Southwest," Was on hold for 2 hours before you disconnected me after my flight was Cancelled Flightled. Swell company, you.",125
7286,neutral,,Delta, you just tight that you're #59 on the world's best airlines list &amp;  is ranked higher!  here I come!,142
6340,positive,,Southwest,  hey at least you guys are honest with your customers unlike ,93
7402,negative,Bad Flight,Delta," they absolutely guaranteed us we would sit with our kids. Your ""terms"" response is insulting.  #jetblue",112
2273,neutral,,United, where's the crew for ua748?,35
6866,negative,Customer Service Issue,Delta, I spent an hour on the phone with customer service only to find out that they can't help. Need help with family pooling asap.,134
12348,neutral,,American, my flight number is 3M 50,38
10231,negative,Customer Service Issue,US Airways," why don't you hire people to deal with the call volume, this is absolute garbage #incompetent",104
5268,negative,Customer Service Issue,Southwest, my wife is trying to get a group of clients to their destination and just got disconnected after2 hours holding. Help.,132
2835,negative,Customer Service Issue,United," I requested an online refund option they denied saying the ticket was used, hope they understand the problem from your approach",135
7574,positive,,Delta, Thanks for the personalized customer service! #cannedtweet #autoresponse,81
9000,positive,,US Airways," getting sorted, thanks",33
9641,negative,Late Flight,US Airways, not to mention the fact that my flight was delayed BECAUSE YOUR COMPUTERS WERE DOWN,94
7342,negative,Customer Service Issue,Delta, Still no response from CEO. I guess he is at the Oscars.  I bet his flight was on time.  #JUSTWRONG,108
7235,negative,Bad Flight,Delta, 653. Just for update that gate got moved to complete opposite end of the terminal. Airline is a disaster.,114
6470,negative,Flight Booking Problems,Southwest, me not to be able to rebook another flight. Drove to ATL to catch a flight.... Was charged $40 just to get the a group I had,138
5945,negative,Late Flight,Southwest, not to mention I now have to sit in the airport for 4 hours. You've ruined my trip. I am not happy and want compensation.,135
2820,positive,,United,ýýý:  We will follow up with our Maintenance team. Thanks for the tweet. ^KPýýý THANK YOU!  United Cares!,120
1793,negative,Flight Attendant Complaints,United," - so they changed depart from 1:45 to 2:00pm &amp; it is now 1:40pm &amp; the Capt. just got off the plane to find a smoothie, 2pm my ass!!!",148
8960,negative,Late Flight,Delta, sitting on the plane in JFK waiting to take off doors are open catering is stocking up we are delayed but they couldn't be nicer,137
5232,negative,Customer Service Issue,Southwest," coming up on 2hrs on, still haven't spoken to a rep",65
4625,positive,,Southwest, Love Southwest. You guys have been good to me! http://t.co/X4tDY84dBH,83
7442,negative,Bad Flight,Delta, You left 175 PEOPLE on a hot plane with no ventilation for over an hour and a half and then had to bus them to JFK because of ....,139
888,negative,Lost Luggage,United, Can you please follow for a Dm on a missing bag?,56
6469,negative,Flight Booking Problems,Southwest," bos to msp, msp to aus, aus to bos. Site doesn't seem to display fields for the middle trip when I add the 3rd.",125
5563,negative,Can't Tell,Southwest," Your wifi stinks. I'm not mad, but i wouldn't hate it if i got my money refunded.",95
12359,negative,Customer Service Issue,American, That what I hoped - contacted them 3 wks ago about this but they have not responded and still issued in US funds. #frustrated,138
10344,negative,Bad Flight,US Airways, You landed me at #BWI instead of   and have no plans for me to make it home to DC. How do you suggest I get home?,139
13393,positive,,American, Kudos to ticket agents for #2224 for making passengers check bags that are too big to fit in overhead.,115
1831,neutral,,United, tried that. Cannot figure out where to go to get it.,60
14467,negative,Customer Service Issue,American," #AmericanAirlines 1 1/2 hr wait for bags. If this is the a taste of the worlds largest airline, heaven help aviation",129
9494,negative,Can't Tell,US Airways, /  don't forget without your customers you would be out of business! #epicfail #usairwaysfail,116
3412,negative,Customer Service Issue,United, They inquire and then do nothing about it...pretend theyï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½re interested. Responded to your DM,124
10345,negative,Customer Service Issue,US Airways," stranded at BWI after two diversions. No cust service, no transport. Dumped here. Terrible customer service!",119
5774,positive,,Southwest, this would be an awesome experience #DestinationDragons,69
5651,negative,Can't Tell,Southwest," No no no. SWA low fares and on-time service is great! But manufactured quirkiness? Mmm, not so much. Signed, -CaptiveAudience",139
1409,negative,Cancelled Flight,United, I'm desperately trying to understand how my girlfriend is being treated with this Cancelled Flightled/delayed flight.  #unacceptable #ORD,145
6389,positive,,Southwest," big thanks to your team. family emerg, same day ticket, experience was excellent. 1st time flying with yall, not my last!",135
2577,positive,,United, They held the plane! Made it!!,38
5469,positive,,Southwest, Well plane arrived pretty much on time and it's 68 degrees on the ground in Texas. Not much to complain about.,124
807,positive,,United, you guys continue to impress me in Houston. http://t.co/cIh1qNllcM,74
3328,neutral,,United, i would like to know if its possiable to checkin online or must it be done at Schiphol?,95
9223,positive,,US Airways," no worries, your flight attendant took care of it.",61
4278,neutral,,United, that's what I thought! Thanks for the clarification!,60
4209,positive,,United, looks like I'm settled in to where I'm going.  Thx.,59
6835,neutral,,Delta, Offering Special Fares to   http://t.co/MBcEhCSZX3   http://t.co/2Zm4jkAlZl,138
303,neutral,,Virgin America, pilot says we expect a choppy landing in NYC due to some gusty winds w/a temperature of about 5 degrees &amp; w/the windchill -8,143
1933,negative,longlines,United, the long wait was the icing on the cake. Why don't you fix your reservation system so the confirm # doesn't get changed mid-travel,138
2430,negative,Late Flight,United, can anyone assure me that the aircraft coming to Denver had left it's previous destination? Flight 3618,111
6008,neutral,,Southwest," For my Grandma Ella's 80th, she would love a bday greeting from your flight crew! She was a stewardess for Eastern Airlines.",138
6743,negative,Late Flight,Southwest, We have been stuck in SJU for several hours and no one is answering here. Really tough to LUV SW. No response is bad.,131
3718,neutral,,United, How many 787s do you currently operate and what other aircraft do you operate?,86
14583,negative,Customer Service Issue,American," seems like queue times are very high, in Q waiting for an agent 4 almost  an hour.Flight got Cancelled Flightled. http://t.co/sDm2wvR3zr",149
7422,neutral,,Delta," Domestic.  To be clear -- I do not have to sit in (your lovely) terminal, just need to be there 1 hour prior to boarding?  Thanks!",139
9698,negative,Late Flight,US Airways," flight #703 Philly -&gt; Mia? Bwahahaha! Delayed 5+ hrs, were in the air 30 mins then turned back around. #usairwaysfail",131
706,neutral,,United, Okay thank you,22
7311,positive,,Delta, you're still the best,30
9807,neutral,,US Airways, I have received two reservation check-ins for two different flights for my one flight tomorrow morning. Need assistance ASAP,135
8871,positive,,Delta, Haha you're doing everything right! Don't change a thing! Slash this Twitter engagement just makes you even cooler! #bestairline,137
7550,negative,Late Flight,Delta, flight 16 now sent back to the gate even though the app says its leaving. Anyone have a clue? It's 36 and sunny at JFK,127
7305,positive,,Delta, Ok. Thanks for your help.,34
1219,negative,Customer Service Issue,United, no they aren't - I just called to check. #WORSTCUSTOMERSERVICE,70
13682,negative,Customer Service Issue,American, why arent callings going thru it doesnt have me wait or anything and automated stuff is messed up,110
147,negative,Flight Booking Problems,Virgin America, question: is it not possible to book a seat for an infant under 2? It's not giving me the option but we want a seat for him.,139
13073,negative,Late Flight,American, please do something about boarding at DCA 35X. Many delays + buses to planes on tarmac despite empty gates. Disorganized mess.,139
790,negative,Flight Attendant Complaints,United, why would they make me share a room?,44
9225,negative,Customer Service Issue,US Airways, I've been on hold for over an hour.  Not doing so well in the customer service department.  #weak,108
10342,negative,Customer Service Issue,US Airways, I have been on hold for over one hour waiting to reschedule a flight. How much longer should I expect?,113
3414,negative,Can't Tell,United, I must stop my relationship with you. You've become greedy and heartless and our long term relationship is over,119
14285,negative,Flight Booking Problems,American, while I'm aggravated - shouldn't baggage fees disappear now that gas prices have dropped?,102
360,positive,,Virgin America," love you guys, but pls get some direct routes LAS to AUS!",72
1213,positive,,United, Thanks!,15
713,negative,Late Flight,United, it was UA flight 1001! Now I'm currently stuck in Portland because I missed my ride because of the 3 hour delay. #GetMartyHome,134
7346,neutral,,Delta, Ricoh Smith at BOS provided oust and service,53
8420,neutral,,Delta, when are you going to get wifi on your planes?,55
4554,negative,Lost Luggage,Southwest," when I called I was told my bag had made it to PHL, but still has not been delivered or any call from the delivery service",136
